iter	MultiClass
127	0.1912616312
128	0.1905988899
129	0.1901378444
130	0.1897382867
131	0.1893206811
132	0.1890691128
133	0.1885542399
134	0.1881618481
135	0.1879478195
136	0.187602159
137	0.1871846916
138	0.1868758842
139	0.186509462
140	0.1860398145
141	0.1856031126
142	0.1850734658
143	0.1848040764
144	0.1844361838
145	0.184207737
146	0.183807078
147	0.1832806295
148	0.1828182466
149	0.1824241564
150	0.1821987954
151	0.1819363189
152	0.1817298231
153	0.1815263151
154	0.1811932463
155	0.1810602385
156	0.1806586467
157	0.1802909554
158	0.1798777453
159	0.1795669731
160	0.1791310032
161	0.1788559281
162	0.1785610671
163	0.1782590043
164	0.1779446654
165	0.1778166739
166	0.1773903923
167	0.1770206342
168	0.1766184014
169	0.176354766
170	0.1759711518
171	0.1756708644
172	0.1753536102
173	0.1751045676
174	0.1748070017
175	0.1743093942
176	0.1741033999
177	0.1739280403
178	0.173691338
179	0.1733085597
180	0.1730145771
181	0.1728264168
182	0.1724765073
183	0.1720686109
184	0.1718082117
185	0.1716770743
186	0.171314134
187	0.1709641433
188	0.1707117381
189	0.170509046
190	0.1702001213
191	0.1699823214
192	0.1696586414
193	0.1693543356
194	0.1690862021
195	0.1688698067
196	0.168515278
197	0.1683940085
198	0.1682238453
199	0.1679794658
200	0.167608268
201	0.1674720299
202	0.1672635205
203	0.1671479785
204	0.1667667576
205	0.166558584
206	0.1663936991
207	0.1661929398
208	0.1660091133
209	0.1657063178
210	0.1655168926
211	0.1652193595
212	0.1648503929
213	0.1645187097
214	0.1643364366
215	0.164090522
216	0.1637940217
217	0.1635934292
218	0.163467959
219	0.1631503681
220	0.1629704664
221	0.1627995077
222	0.1625324607
223	0.1623428795
224	0.1620706991
225	0.1619765228
226	0.1617135653
227	0.161449029
228	0.1611995114
229	0.16095237
230	0.1607435091
231	0.1604984965
232	0.1602381814
233	0.1601081502
234	0.1599119348
235	0.1596993409
236	0.1595480129
237	0.1593463705
238	0.1590489495
239	0.1588761709
240	0.1586822651
241	0.1584790206
242	0.1583164139
243	0.1580250013
244	0.1578833275
245	0.1577592229
246	0.1576137722
247	0.1574139693
248	0.1573492984
249	0.1571370364
250	0.1568551159
251	0.1567300966
252	0.1564326703
253	0.1562413514
254	0.1561378121
255	0.1560572981
256	0.1559204766
257	0.1556240134
258	0.1554111835
259	0.1550668825
260	0.154853891
261	0.1547224022
262	0.1546000913
263	0.1543979974
264	0.1543123334
265	0.1541279831
266	0.1539367388
267	0.1537600241
268	0.1535307848
269	0.153453793
270	0.1533032189
271	0.153107143
272	0.1528754291
273	0.1526732544
274	0.1524684761
275	0.152250305
276	0.1520500912
277	0.1518843547
278	0.1517667361
279	0.1515949997
280	0.1514623895
281	0.151356268
282	0.1511660924
283	0.1510556944
284	0.1508587339
285	0.1506941555
286	0.1505627029
287	0.150329132
288	0.15000584
289	0.1498664441
290	0.1496618762
291	0.1495272243
292	0.1492349348
293	0.1490682654
294	0.1489671591
295	0.1488034244
296	0.1487269343
297	0.1485000714
298	0.1483448843
299	0.1480846448
300	0.1479470102
301	0.147735875
302	0.1475559035
303	0.1474440471
304	0.1472973164
305	0.1471761493
306	0.1469812589
307	0.1468406154
308	0.1467665875
309	0.1465945378
310	0.1465132216
311	0.1463566703
312	0.1461230237
313	0.1459713044
314	0.1458005334
315	0.1456656835
316	0.1455234222
317	0.1453442068
318	0.1452284388
319	0.1451215505
320	0.1450277043
321	0.1448550074
322	0.1447420999
323	0.1446798162
324	0.1445164832
325	0.1443727608
326	0.14416011
327	0.1440492605
328	0.1439413506
329	0.1438396068
330	0.1436415407
331	0.1435267741
332	0.143284375
333	0.143071974
334	0.1430102419
335	0.142854571
336	0.1427428413
337	0.1426469671
338	0.1424735973
339	0.1423523748
340	0.1422524531
341	0.1420564121
342	0.1420159577
343	0.1418642043
344	0.1417128879
345	0.1415084367
346	0.1412752209
347	0.1411359168
348	0.1410653841
349	0.1409917872
350	0.140927087
351	0.1407650669
352	0.1406544036
353	0.1405869178
354	0.1405040643
355	0.1404490131
356	0.1403196826
357	0.1401478736
358	0.140094933
359	0.1399604552
360	0.1398872182
361	0.1397493158
362	0.1396643251
363	0.1395819575
364	0.1393836228
365	0.1392581006
366	0.1390935278
367	0.1390512331
368	0.1389581196
369	0.1388359855
370	0.1386425558
371	0.1385082951
372	0.1383888424
373	0.1382139862
374	0.1380712804
375	0.1379938186
376	0.1379208026
377	0.1377889364
378	0.1376411908
379	0.1375548457
380	0.1373764289
381	0.1373362988
382	0.1371651756
383	0.1371041287
384	0.1369459413
385	0.1368069606
386	0.1367092613
387	0.1365671088
388	0.1364347797
389	0.1362638139
390	0.1361844612
391	0.1360934739
392	0.1359727684
393	0.1358710968
394	0.135773039
395	0.1356494473
396	0.1355612139
397	0.1354059896
398	0.135235153
399	0.1351511025
400	0.134989099
401	0.1349005467
402	0.134796898
403	0.1346555078
404	0.1344939763
405	0.1342851579
406	0.1341524011
407	0.1340937268
408	0.1339866779
409	0.1339178214
410	0.1338171074
411	0.1337125218
412	0.1335749432
413	0.1334982197
414	0.1333661597
415	0.1332335754
416	0.1331676832
417	0.1330975089
418	0.1330246482
419	0.132928618
420	0.1328516471
421	0.132745637
422	0.1325415556
423	0.1324509778
424	0.1323087392
425	0.1322099779
426	0.1321523336
427	0.1320155089
428	0.1319398999
429	0.1318787316
430	0.1317758428
431	0.1317217432
432	0.1316272383
433	0.131577518
434	0.1315078467
435	0.131382678
436	0.1312246156
437	0.1310850258
438	0.1309871729
439	0.130875592
440	0.1307726918
441	0.1306962898
442	0.130633128
443	0.1304734078
444	0.1304120956
445	0.1303572525
446	0.1301638428
447	0.1300391735
448	0.1298805556
449	0.1298296515
450	0.1296438431
451	0.1294310032
452	0.1293238955
453	0.1292124224
454	0.1290825972
455	0.1289416136
456	0.1288509364
457	0.1286916394
458	0.1285797457
459	0.1284903082
460	0.1283409536
461	0.1282169814
462	0.1281050635
463	0.1280201981
464	0.1279393924
465	0.1278705655
466	0.1277595365
467	0.1276654397
468	0.1275728734
469	0.1274791773
470	0.127326471
471	0.1272474265
472	0.1271984407
473	0.127109625
474	0.1270415805
475	0.1268967586
476	0.126839858
477	0.1267392453
478	0.1266753491
479	0.1265636473
480	0.1264291707
481	0.1262868386
482	0.1261384574
483	0.1260534323
484	0.1259648471
485	0.1259138681
486	0.1258840908
487	0.125772776
488	0.1256884669
489	0.1255428644
490	0.1254296036
491	0.1253816867
492	0.1252580221
493	0.1251547202
494	0.125081724
495	0.1250262506
496	0.1249122393
497	0.1248253044
498	0.1247516238
499	0.1246185421
500	0.1245867219
501	0.1244715609
502	0.1243804502
503	0.1242437555
504	0.1241567374
505	0.1240592069
506	0.1239104938
507	0.1237985822
508	0.1236402939
509	0.1235971634
510	0.1235040575
511	0.1234244449
512	0.1233125581
513	0.1232669019
514	0.1232185534
515	0.1231182541
516	0.1230527809
517	0.1230037374
518	0.122913152
519	0.1228106349
520	0.1227156845
521	0.1226112416
522	0.1224998431
523	0.1224150872
524	0.1223033949
525	0.1222683469
526	0.1221760699
527	0.122081765
528	0.122035974
529	0.1219372959
530	0.1218473138
531	0.1217834461
532	0.1217092865
533	0.1215897065
534	0.1214865584
535	0.1213908061
536	0.1213005722
537	0.1212466894
538	0.1211368836
539	0.1210416399
540	0.1208735761
541	0.1208272156
542	0.1207284243
543	0.1205995609
544	0.1205152245
545	0.1204617514
546	0.120300575
547	0.1202594996
548	0.1201246059
549	0.1200264075
550	0.1199521265
551	0.1198994203
552	0.1198350986
553	0.1197519604
554	0.1197028243
555	0.1195901026
556	0.1195016032
557	0.1193949053
558	0.1193282621
559	0.1192965795
560	0.119237933
561	0.1191933868
562	0.1191216732
563	0.1190604277
564	0.1190032556
565	0.1189525039
566	0.1188837512
567	0.1187826217
568	0.1186538078
569	0.1185888443
570	0.1185051294
571	0.1183786473
572	0.1183332557
573	0.1182599186
574	0.1181279075
575	0.1180087173
576	0.1179661805
577	0.117901942
578	0.1178215914
579	0.1177526868
580	0.1176287863
581	0.1175621757
582	0.1174860865
583	0.1174104088
584	0.1173549395
585	0.1172358563
586	0.1171670614
587	0.1171270907
588	0.1170440079
589	0.1169054624
590	0.1168669978
591	0.1168068826
592	0.1167195694
593	0.11662597
594	0.1165421074
595	0.1164559011
596	0.1163867794
597	0.1163206918
598	0.1162970764
599	0.116233729
600	0.1161277914
601	0.1160153788
602	0.1159369264
603	0.1158730093
604	0.1158013804
605	0.1157356998
606	0.1156880317
607	0.1155080494
608	0.1153939711
609	0.1152912943
610	0.1152559712
611	0.1151767264
612	0.1150473099
613	0.1149135822
614	0.1148532702
615	0.114775862
616	0.1146938967
617	0.1145908499
618	0.1144981162
619	0.11444778
620	0.1143456152
621	0.1142756406
622	0.114228677
623	0.1141837236
624	0.1140657351
625	0.1140074684
626	0.1139791073
627	0.1138579254
628	0.1137842649
629	0.1137006066
630	0.1136713378
631	0.1135662405
632	0.1134485103
633	0.1133730664
634	0.1132913451
635	0.1132141326
636	0.1131344708
637	0.1130292806
638	0.1129705556
639	0.1129379227
640	0.1128054388
641	0.1126991987
642	0.112658618
643	0.1125664719
644	0.112478744
645	0.1124185347
646	0.1123567351
647	0.1122761374
648	0.1122136896
649	0.1121522551
650	0.1120687512
651	0.1120013049
652	0.1119602367
653	0.1119132758
654	0.1118205709
655	0.1117376751
656	0.1116947586
657	0.1116356953
658	0.1115918378
659	0.1115411118
660	0.1114686201
661	0.1114210171
662	0.1113646448
663	0.1112735885
664	0.1112265687
665	0.1111431112
666	0.1110860323
667	0.1109962152
668	0.1109024564
669	0.1108450952
670	0.1107933664
671	0.1107226017
672	0.1106582605
673	0.1105887669
674	0.1105292922
675	0.1104954664
676	0.1104056626
677	0.1103460847
678	0.1103190998
679	0.1102498997
680	0.1101890663
681	0.1101091009
682	0.1100531691
683	0.1100121504
684	0.1099625157
685	0.1099162248
686	0.1098785548
687	0.1097895808
688	0.1097624957
689	0.1097230188
690	0.1096613292
691	0.1095551802
692	0.1095326711
693	0.1094054604
694	0.1093639678
695	0.1092587967
696	0.1091974439
697	0.1091481573
698	0.1091021616
699	0.1090233367
700	0.1089449515
701	0.1088783828
702	0.1088326504
703	0.108751674
704	0.1086894362
705	0.1086291227
706	0.1085667765
707	0.1085235043
708	0.1084865455
709	0.1084410991
710	0.1083765251
711	0.1082864514
712	0.1082196409
713	0.1081423244
714	0.1080649303
715	0.1079756152
716	0.1078997832
717	0.1078714537
718	0.1077864696
719	0.107730224
720	0.1076848445
721	0.1076100938
722	0.1075450983
723	0.1074706601
724	0.1074215117
725	0.1073656329
726	0.1072969473
727	0.1072327811
728	0.1071843068
729	0.107123954
730	0.1070763588
731	0.1069995937
732	0.1069204961
733	0.1068964979
734	0.1068441806
735	0.1068206381
736	0.1067025824
737	0.1066336406
738	0.1065870186
739	0.1065423374
740	0.1065131821
741	0.1063808702
742	0.1063553873
743	0.1062658866
744	0.1062162153
745	0.1061938253
746	0.106117964
747	0.1060483469
748	0.1059389076
749	0.1058631241
750	0.1058082052
751	0.1057561755
752	0.1057261176
753	0.1056673436
754	0.1056362389
755	0.1055735195
756	0.1055348693
757	0.1054544189
758	0.1053986983
759	0.1053675826
760	0.1053346763
761	0.1052945889
762	0.1052428417
763	0.1051449985
764	0.1051190957
765	0.1050631473
766	0.1049755657
767	0.1048613973
768	0.1048350486
769	0.1047887882
770	0.1047165712
771	0.104660712
772	0.1046257914
773	0.104536964
774	0.1045112824
775	0.1044722507
776	0.1044030515
777	0.1043101469
778	0.1042140745
779	0.1041449207
780	0.1040974881
781	0.1039794076
782	0.1039363858
783	0.1038451086
784	0.1037972445
785	0.1036691825
786	0.1035867683
787	0.1034991047
788	0.1034572166
789	0.1034285993
790	0.1033610228
791	0.1033013644
792	0.1032626078
793	0.1032377509
794	0.1031286866
795	0.1030960754
796	0.1030081988
797	0.1029718985
798	0.1029386704
799	0.1028746282
800	0.1028222832
801	0.1027738736
802	0.1027389403
803	0.1026958956
804	0.10264614
805	0.1025994761
806	0.10255231
807	0.1024958499
808	0.1024258762
809	0.102406892
810	0.1023451719
811	0.1022766585
812	0.1021987811
813	0.1021611741
814	0.1020980952
815	0.1020197866
816	0.101928803
817	0.1018994552
818	0.1018370328
819	0.1017740772
820	0.101737339
821	0.1016846936
822	0.1016589632
823	0.1016086574
824	0.1015484593
825	0.1015132906
826	0.1014845823
827	0.1014292504
828	0.1013872646
829	0.1013307981
830	0.1012875129
831	0.1012574231
832	0.1012179659
833	0.1011908266
834	0.1011373758
835	0.1011006239
836	0.1010204069
837	0.1009940605
838	0.1009286348
839	0.1008963851
840	0.1008512999
841	0.1007837544
842	0.1007233588
843	0.1006670093
844	0.100642304
845	0.100563289
846	0.1005395011
847	0.1004564225
848	0.1003942625
849	0.1003653973
850	0.1002726686
851	0.1002368043
852	0.1001596954
853	0.1001361502
854	0.1001014882
855	0.1000664274
856	0.1000212871
857	0.09999346934
858	0.09996159227
859	0.09993239491
860	0.09989672947
861	0.09986182172
862	0.09981178118
863	0.09979038769
864	0.09971897802
865	0.09969435475
866	0.09966285704
867	0.09961333562
868	0.09958503874
869	0.0995224495
870	0.09949218574
871	0.09947196543
872	0.09942980911
873	0.09938352775
874	0.09931046737
875	0.09924107941
876	0.09918737478
877	0.0991486437
878	0.0990783547
879	0.09898791744
880	0.09895813669
881	0.09888601721
882	0.09883151457
883	0.09880276092
884	0.09876109061
885	0.09871483152
886	0.09868591322
887	0.09866007924
888	0.09863805272
889	0.0986009688
890	0.09856775399
891	0.09852054587
892	0.09848393634
893	0.0984359412
894	0.09838714763
895	0.09836449202
896	0.09826066989
897	0.09820310785
898	0.09814605718
899	0.0981056608
900	0.09807040081
901	0.09801874134
902	0.09798439262
903	0.09794704293
904	0.09789744715
905	0.09784809585
906	0.09781129522
907	0.09776892047
908	0.09771007741
909	0.09766006461
910	0.09758149537
911	0.09755710118
912	0.09751861686
913	0.09749481775
914	0.09746304137
915	0.09740877715
916	0.09730574833
917	0.09725888086
918	0.09721552307
919	0.09717193731
920	0.09714783659
921	0.09711478474
922	0.09704148343
923	0.09701786421
924	0.09697527643
925	0.09691734484
926	0.09685118809
927	0.09678285251
928	0.09674131147
929	0.09665237686
930	0.09656868865
931	0.09650592013
932	0.09644746389
933	0.09639153477
934	0.09633567662
935	0.09629363759
936	0.0962699633
937	0.09623777078
938	0.09620701012
939	0.09614795852
940	0.09611728387
941	0.09604699249
942	0.09598312541
943	0.09592343291
944	0.09587918598
945	0.09585529071
946	0.09577256237
947	0.09574778843
948	0.09572706094
949	0.09569629117
950	0.09567471933
951	0.09562976183
952	0.09557794926
953	0.09552970464
954	0.09548080821
955	0.09544558608
956	0.09540148667
957	0.09535903643
958	0.09529560312
959	0.09524074449
960	0.09522334148
961	0.09515877763
962	0.09511140848
963	0.09509407503
964	0.09501780159
965	0.09497008051
966	0.09493275799
967	0.09485429315
968	0.0948007722
969	0.09476442875
970	0.09474406084
971	0.09468568832
972	0.09463795435
973	0.09459081707
974	0.09453114726
975	0.09450560765
976	0.09444691945
977	0.09442604809
978	0.09434654903
979	0.09426687233
980	0.09422089176
981	0.09419373939
982	0.094148964
983	0.09410871404
984	0.0940580533
985	0.09403539678
986	0.09398527341
987	0.09392744217
988	0.09387642405
989	0.09382793135
990	0.0937713431
991	0.09375905686
992	0.09370109731
993	0.09364049858
994	0.09362480699
995	0.09353278104
996	0.09350172362
997	0.09346250785
998	0.0934187814
999	0.09338980512
